,D0000000101,D0000000102,D0000000103,D0000000104,D0000000105,D0000000106,D0000000107,D0000000108,D0000000109,D0000000201,D0000000202,D0000000203,D0000000204,D0000000205,D0000000206,D0000000207,D0000000208,D0000000209,D0000000301,D0000000302,D0000000303,D0000000304,D0000000305,D0000000306,D0000000307,D0000000308,D0000000309,D0000000401,D0000000402,D0000000403,D0000000404,D0000000405,D0000000406,D0000000407,D0000000408,y
213,6.8287214,6.7755636,5.8901957,6.5276914,6.4746517,5.5882583,6.5276914,6.4744156,5.5900713,-19.9995669,-20.0215068,-19.8310652,-19.8721219,-19.9009758,-19.6499967,-20.1270118,-20.1421034,-20.0113794,5.9617292,6,5.6678045,5.9612723,6,5.6631354,5.9621861,6,5.6724543,500,5.8954372,7.8164297,-39.9991337,-0.0439455,-0.0799663,-5.09E-05,-6.10E-07,25
214,6.9529989,6.9046777,5.9754157,6.6519689,6.6036311,5.6745268,6.6519689,6.6036643,5.6742446,-20.1226299,-20.0215442,-20.9815476,-19.8746155,-19.9009758,-19.6507152,-20.3706442,-20.1421034,-22.313245,5.9652723,6,5.6701931,5.9647494,6,5.6653365,5.9657951,6,5.6750528,550,5.978191,7.9405604,-40.2452598,0.2021805,-0.0731466,-4.23E-05,-4.62E-07,27.5
215,7.0663095,7.0220786,6.0523233,6.7652795,6.7210435,5.7513415,6.7652795,6.7210538,5.7512452,-19.9963746,-20.021541,-19.7616403,-19.8762475,-19.9009758,-19.6456273,-20.1165018,-20.1421034,-19.8776789,5.9680479,6,5.6700215,5.9681785,6,5.6714071,5.9679172,6,5.6686355,600,6.0537419,8.0538866,-39.9927492,-0.05033,-0.0666324,-3.53E-05,-3.53E-07,30
216,3.7473341,3.080987,3.6418705,3.2702129,2.6159501,3.161368,3.5712429,2.8987252,3.4674601,-36.7670292,-38.1988306,-36.3734797,-73.320793,-74.5049811,-72.9835036,-18.4901472,-19.2664567,-18.2805913,3.7849347,4.0282158,3.7180657,5.6044015,6,5.4917241,2.8752013,3,2.8415133,50,3.8985573,4.8211098,-110.301087,-2.7368403,-2.1972328,-0.0139323,-0.0016652,2.5
217,4.6431663,4.3513517,4.3327212,4.1660451,3.8718647,3.8580557,4.4670751,4.1764386,4.1553968,-37.379613,-37.579276,-37.1711983,-73.8391254,-74.5049861,-73.1517525,-19.1498568,-19.2664655,-19.0274591,3.8756453,3.9945674,3.7515106,5.816197,6,5.6264559,2.9053695,3,2.8060411,100,4.4988853,5.7216018,-112.138839,-0.8990889,-1.1191501,-0.0035553,-0.0002129,5
218,5.1716826,4.9845138,4.7159031,4.6945613,4.5079772,4.2376945,4.9955913,4.8081299,4.5403545,-38.1148202,-37.7041129,-38.8771504,-75.1238535,-74.5049866,-76.2769882,-19.6103036,-19.2664677,-20.2472847,3.9209752,4.0013472,3.7717935,5.8725124,6,5.6349647,2.9452066,3,2.8436978,150,4.8504897,6.2490084,-114.344461,1.3065329,-0.7612814,-0.0016133,-6.45E-05,7.5
219,5.5458821,5.40834,4.9795757,5.0687608,4.9303835,4.5046883,5.3697908,5.2326658,4.8023632,-37.5645464,-37.6439288,-37.351493,-74.2333328,-74.5049869,-73.509378,-19.2301532,-19.2664683,-19.1323418,3.939021,3.9980786,3.780517,5.9083863,6,5.664237,2.9543383,3,2.8313525,200,5.100078,6.6233908,-112.693639,-0.3442886,-0.5629053,-0.000895,-2.68E-05,10
220,5.8366817,5.727994,5.1818664,5.3595604,5.2512707,4.703343,5.6605904,5.5517037,5.0064746,-37.5726983,-37.6961862,-37.1384359,-74.2866615,-74.504987,-73.5157011,-19.2157167,-19.2664688,-19.0376088,3.9511248,4.0009167,3.776025,5.9256691,6,5.6631885,2.9638527,3,2.8369983,250,5.2937245,6.9138605,-112.718095,-0.3198329,-0.450512,-0.0005732,-1.37E-05,12.5
221,6.0739503,5.9841,5.3455345,5.596829,5.5068445,4.8689969,5.897859,5.8080759,5.1691511,-37.6011874,-37.6736167,-37.2860647,-74.3384195,-74.5049871,-73.6149201,-19.2325714,-19.266469,-19.0849691,3.9593534,3.9996909,3.7838543,5.9383949,6,5.6708086,2.9698326,3,2.8384726,300,5.4519712,7.1512307,-112.803562,-0.2343655,-0.3757614,-0.0003984,-7.96E-06,15
222,6.2748831,6.1983164,5.4834175,5.7977618,5.7213481,5.0055023,6.0987918,6.0221486,5.3077228,-37.6043014,-37.685793,-37.181621,-74.3444125,-74.5049872,-73.5097272,-19.2342458,-19.2664692,-19.0672917,3.9646315,4.0003522,3.7793555,5.9470061,6,5.6715379,2.9734441,3,2.8358542,350,5.5857822,7.351947,-112.812904,-0.2250237,-0.3221385,-0.0002928,-5.02E-06,17.5
223,6.4488724,6.3820071,5.6032851,5.9717512,5.9048664,5.1262808,6.2727812,6.2059256,5.4271354,-40.8915165,-37.6784835,-60.1950663,-76.0131726,-74.5049873,-85.0713399,-23.3306885,-19.2664693,-47.7519056,3.9695668,3.9999552,3.7869967,5.9536629,6,5.6753623,2.9775187,3,2.8424326,400,5.701704,7.5258299,-122.67455,9.6366217,-0.3065331,-0.0002438,-3.66E-06,20
224,6.6022891,6.5430318,5.7079549,6.1251679,6.0658436,5.2312911,6.4261979,6.366974,5.5316347,-37.621775,-37.6764716,-37.247632,-74.3794417,-74.5049873,-73.521705,-19.2429416,-19.2664694,-19.0819067,3.972518,3.9998459,3.7855861,5.958885,6,5.6779839,2.9793345,3,2.8378905,450,5.8039609,7.6792151,-112.865325,-0.1726029,-0.2507004,-0.0001773,-2.36E-06,22.5
225,6.7396162,6.6863365,5.8020262,6.262495,6.2091983,5.3250351,6.563525,6.5102538,5.6258699,-37.8093231,-37.6785884,-38.8109389,-74.4776624,-74.5049873,-74.2683854,-19.4751535,-19.2664695,-21.0742438,3.9756848,3.9999609,3.789695,5.9629573,6,5.6792531,2.9820485,3,2.8444912,500,5.8954372,7.8164297,-113.427969,0.3900416,-0.2267652,-0.0001443,-1.73E-06,25
226,6.8637319,6.8154766,5.8855879,6.3866106,6.3383112,5.4088418,6.6876406,6.6394074,5.709309,-37.6314317,-37.6774389,-37.2399468,-74.3995137,-74.5049873,-73.5028831,-19.2473907,-19.2664695,-19.0849665,3.9776038,3.9998985,3.7878946,5.9665326,6,5.6820269,2.9831395,3,2.8396004,550,5.978191,7.9405604,-112.894295,-0.1436328,-0.2051877,-0.0001187,-1.30E-06,27.5
227,6.9771063,6.932937,5.9625455,6.4999851,6.4558651,5.4849629,6.8010151,6.756821,5.7866847,-37.7121598,-37.6814017,-37.9994697,-74.514405,-74.5049874,-74.6024784,-19.3110372,-19.2664696,-19.7270967,3.9795602,4.0001137,3.7875715,5.9691516,6,5.6806584,2.9847646,3,2.8425346,600,6.0537419,8.0538866,-113.136479,0.0985516,-0.188498,-1.00E-04,-9.99E-07,30
228,3.8022262,3.1351327,3.6969676,3.325105,2.6580114,3.2198464,3.626135,2.9590414,3.5208764,-39.4745932,-40.4815713,-39.1984177,-77.0658068,-79.342284,-76.4414565,-20.6789864,-21.051215,-20.5768983,3.7631662,4,3.6982118,5.6570483,6,5.5629898,2.8162252,3,2.7658228,50,3.8985573,4.8211098,-118.423779,-3.0193101,-2.3590394,-0.0149583,-0.0017878,2.5
229,4.7023271,4.4114008,4.3909528,4.2252059,3.9358598,3.9121689,4.5262359,4.2345173,4.2156904,-40.1626022,-40.5524072,-39.754005,-78.678365,-79.342284,-77.977223,-20.9047208,-21.0512262,-20.7517247,3.8822736,4.0036453,3.7550506,5.8236485,6,5.6374097,2.9115861,3,2.8192551,100,4.4988853,5.7216018,-120.487807,-0.9552829,-1.2024731,-0.00382,-0.0002287,5
230,5.2301755,5.0437041,4.7730986,4.7530542,4.5672029,4.2948188,5.0540842,4.8673025,4.5975855,-40.2698885,-40.509341,-39.8233852,-78.9076601,-79.342284,-78.0938977,-20.9510027,-21.0512281,-20.764496,3.9216566,4.0014287,3.7729066,5.8820964,6,5.661341,2.9414367,3,2.8324577,150,4.8504897,6.2490084,-120.809666,-0.633424,-0.8043253,-0.0017046,-6.81E-05,7.5
231,5.6047475,5.4675563,5.0374982,5.1276263,4.99029,4.5607672,5.4286563,5.2915376,4.8612117,-40.3127547,-40.4750919,-39.87576,-78.9855865,-79.342284,-78.0265771,-20.9763388,-21.0512288,-20.7746186,3.9408969,3.9996661,3.7826964,5.9117329,6,5.6744199,2.9554789,3,2.8355587,200,5.100078,6.6233908,-120.938264,-0.5048254,-0.6040872,-0.0009605,-2.88E-05,10
232,5.8958417,5.7869252,5.2418303,5.4187205,5.3098451,4.7645647,5.7197505,5.6108134,5.0658112,-40.951471,-40.4834216,-42.5935223,-79.066891,-79.342284,-78.100321,-21.893761,-21.0512293,-24.8489719,3.954141,4.0000947,3.7929221,5.928161,6,5.6760215,2.967131,3,2.8518417,250,5.2937245,6.9138605,-122.854413,1.4113235,-0.4910248,-0.0006247,-1.50E-05,12.5
233,6.1331006,6.0430702,5.4054676,5.6559793,5.5659458,4.92836,5.9570093,5.8669805,5.2293695,-40.3735833,-40.4814403,-39.9053623,-79.1172089,-79.342284,-78.1401672,-21.0017704,-21.0512296,-20.787058,3.9605941,3.9999928,3.7895593,5.9409772,6,5.6847617,2.9704025,3,2.8419135,300,5.4519712,7.1512307,-121.12075,-0.3223398,-0.4034669,-0.0004278,-8.55E-06,15
234,6.3340283,6.2572698,5.5435565,5.856907,5.7801841,5.0662514,6.157937,6.0811607,5.3675572,-40.3905055,-40.4771807,-39.942323,-79.1550399,-79.342284,-78.188185,-21.0082383,-21.0512297,-20.7857818,3.9663529,3.9997735,3.7935409,5.9493982,6,5.6849502,2.9762246,3,2.853274,350,5.5857822,7.351947,-121.1715165,-0.2715731,-0.3464023,-0.0003152,-5.41E-06,17.5
235,6.5078776,6.441071,5.6619376,6.0307563,5.9640563,5.1841745,6.3317863,6.2649264,5.4861668,-40.4054433,-40.4863526,-39.9188885,-79.1789072,-79.342284,-78.1947324,-21.0187113,-21.0512299,-20.8233267,3.9707089,4.0002456,3.7930878,5.9558677,6,5.6900169,2.9781295,3,2.8467226,400,5.701704,7.5258299,-121.21633,-0.2267598,-0.3028894,-0.0002409,-3.61E-06,20
236,6.661354,6.6020809,5.7671277,6.1842328,6.1249803,5.2898653,6.4852628,6.4259794,5.5911069,-40.4458356,-40.4825042,-40.1950818,-79.1958939,-79.342284,-78.1944497,-21.0708065,-21.05123,-21.2046532,3.973822,4.0000475,3.7944824,5.9605623,6,5.6907718,2.9804519,3,2.8467995,450,5.8039609,7.6792151,-121.337507,-0.1055828,-0.2695191,-0.0001906,-2.54E-06,22.5
237,6.7986122,6.7454064,5.8604554,6.3214909,6.2682922,5.3832802,6.6225209,6.5693116,5.6843911,-40.4391736,-40.4818956,-40.1113779,-79.2108137,-79.342284,-78.2019333,-21.0533535,-21.05123,-21.0696453,3.9767185,4.0000162,3.7979608,5.9646055,6,5.6929939,2.982775,3,2.8506207,500,5.8954372,7.8164297,-121.317521,-0.1255689,-0.242538,-0.0001543,-1.85E-06,25
238,6.9227782,6.8744937,5.9448832,6.445657,6.3974156,5.467395,6.746687,6.6983809,5.7689753,-40.4230059,-40.4835114,-39.908482,-79.2193027,-79.342284,-78.1725121,-21.0248575,-21.0512301,-20.8006972,3.978637,4.0000993,3.7961268,5.9680207,6,5.6958201,2.9839451,3,2.8474831,550,5.978191,7.9405604,-121.269018,-0.174072,-0.220409,-0.0001275,-1.39E-06,27.5
239,7.036177,6.9919887,6.0217928,6.5590557,6.5148939,5.5444253,6.8600857,6.8158843,5.8458246,-40.8394889,-40.482761,-44.1701696,-79.2325588,-79.342284,-78.2074376,-21.642954,-21.0512302,-27.1660014,3.9806056,4.0000607,3.7989576,5.9705018,6,5.694911,2.9856575,3,2.8517867,600,6.0537419,8.0538866,-122.518467,1.075377,-0.2041294,-0.0001083,-1.08E-06,30
240,3.8464608,3.176959,3.7418604,3.5454308,2.8847954,3.4383841,3.5454308,2.8668778,3.443263,-20.2748514,-20.7354083,-20.1494271,-20.301979,-20.6343957,-20.2090623,-20.2477239,-20.8406754,-20.0904581,5.6305896,6,5.5299873,5.6100826,6,5.5010933,5.6510966,6,5.5585586,50,3.8985573,4.8211098,-40.5497029,-0.9253682,-0.807763,-0.0051219,-0.0006122,2.5
241,4.7478622,4.4537005,4.4398535,4.4468322,4.1536015,4.1378603,4.4468322,4.1517375,4.1397847,-20.5526339,-20.7373142,-20.3619704,-20.464878,-20.6343957,-20.2891032,-20.6403898,-20.8406754,-20.4345154,5.8131098,6,5.6201649,5.8036742,6,5.6001019,5.8225455,6,5.6401392,100,4.4988853,5.7216018,-41.1052678,-0.3698033,-0.4102322,-0.0013032,-7.80E-05,5
242,5.2764986,5.0897956,4.8198531,4.9754686,4.7892916,4.5178422,4.9754686,4.7882391,4.5198018,-20.5828047,-20.7374106,-20.2949531,-20.4499931,-20.6343957,-20.1054714,-20.7156163,-20.8406754,-20.4835817,5.8752381,6,5.6429512,5.881756,6,5.6608395,5.8687201,6,5.6251435,150,4.8504897,6.2490084,-41.1656093,-0.3094618,-0.274072,-0.0005808,-2.32E-05,7.5
243,5.6504552,5.5130004,5.0839145,5.3494252,5.2112033,4.7849381,5.3494252,5.2127361,4.7808212,-20.6386903,-20.7377176,-20.3727152,-20.5255345,-20.6343957,-20.2350395,-20.7518461,-20.8406754,-20.5117023,5.9057636,6,5.6526563,5.9084383,6,5.664107,5.9030889,6,5.6410966,200,5.100078,6.6233908,-41.2773805,-0.1976906,-0.2061807,-0.0003278,-9.83E-06,10
244,5.9413713,5.8323026,5.2878935,5.6403413,5.5314214,4.9863417,5.6403413,5.5311237,4.9873847,-21.0663958,-20.7375002,-22.2184349,-20.5681468,-20.6343957,-20.3357347,-21.5646449,-20.8406754,-24.0966191,5.9248018,6,5.6614015,5.9224487,6,5.650386,5.927155,6,5.6723905,250,5.2937245,6.9138605,-42.1327917,0.6577206,-0.1683965,-0.0002142,-5.14E-06,12.5
245,6.1784751,6.0885064,5.4505739,5.8774451,5.7877657,5.1482848,5.8774451,5.7871869,5.1507994,-20.6773174,-20.7374668,-20.4160026,-20.5716307,-20.6343957,-20.2979787,-20.7830041,-20.8406754,-20.533345,5.936959,6,5.6630819,5.9378156,6,5.6666951,5.9361024,6,5.6594895,300,5.4519712,7.1512307,-41.3546348,-0.1204363,-0.1377569,-0.0001461,-2.92E-06,15
246,6.3793066,6.3025839,5.5886492,6.0782766,6.001716,5.2867797,6.0782766,6.0013919,5.2884572,-20.789039,-20.7374971,-21.0557833,-20.5881059,-20.6343957,-20.3479896,-20.989972,-20.8406754,-21.7608485,5.9459859,6,5.6664475,5.9453722,6,5.6620045,5.9465997,6,5.6708734,350,5.5857822,7.351947,-41.578078,0.1030068,-0.1187267,-0.0001079,-1.85E-06,17.5
247,6.5533144,6.4864612,5.7076545,6.2522844,6.1855181,5.4061023,6.2522844,6.1853444,5.4071461,-20.6947032,-20.7375149,-20.4374445,-20.5912217,-20.6343957,-20.3314221,-20.7981846,-20.8406754,-20.5432125,5.952685,6,5.6683663,5.9530537,6,5.6705542,5.9523164,6,5.6661837,400,5.701704,7.5258299,-41.3894063,-0.0856648,-0.1034218,-8.23E-05,-1.23E-06,20
248,6.7068526,6.647476,5.8133334,6.4058226,6.3464338,5.5123869,6.4058226,6.3464582,5.51222,-20.6978043,-20.7375385,-20.4265934,-20.5931328,-20.6343957,-20.3115497,-20.8024757,-20.8406754,-20.5416812,5.9580044,6,5.671358,5.9585693,6,5.6758406,5.9574395,6,5.6668737,450,5.8039609,7.6792151,-41.3956085,-0.0794626,-0.0919494,-6.50E-05,-8.66E-07,22.5
249,6.8441389,6.7908163,5.9068773,6.5431089,6.4898091,5.6056734,6.5431089,6.4897636,5.6060211,-20.7801458,-20.7375302,-21.1063639,-20.6018986,-20.6343957,-20.353024,-20.958393,-20.8406754,-21.859101,5.9622496,6,5.6732742,5.9616202,6,5.6676939,5.962879,6,5.67885,500,5.8954372,7.8164297,-41.5602916,0.0852205,-0.0830873,-5.29E-05,-6.34E-07,25
250,6.9682496,6.919886,5.9910262,6.6672196,6.6188507,5.6900409,6.6672196,6.6188613,5.6899514,-20.7067159,-20.7375368,-20.4450748,-20.6036567,-20.6343957,-20.3427412,-20.809775,-20.8406754,-20.5474296,5.9655329,6,5.6729393,5.9657035,6,5.674592,5.9653623,6,5.6712863,550,5.978191,7.9405604,-41.4134317,-0.0616394,-0.0752698,-4.36E-05,-4.75E-07,27.5
251,7.0815744,7.0373523,6.0675057,6.7805444,6.7363242,5.7664582,6.7805444,6.7363205,5.7664932,-20.7069876,-20.7375351,-20.4220022,-20.6022132,-20.6343957,-20.3019613,-20.811762,-20.8406754,-20.5420335,5.9684949,6,5.6745762,5.9689882,6,5.6796585,5.9680017,6,5.6694943,600,6.0537419,8.0538866,-41.4139752,-0.0610959,-0.0690003,-3.66E-05,-3.66E-07,30
252,3.6029277,2.94939,3.4938761,3.2049335,2.5490033,3.0965624,3.3811151,2.7291648,3.2716093,-11.855586,-12.4230833,-11.6936,-35.7144195,-37.3259368,-35.2576725,4.0469961,4.0239505,4.0536052,7.7779441,8.4089888,7.5978191,5.5458515,6,5.4171337,9.2656965,10,9.0551097,50,3.8985573,4.8211098,-59.2779302,-13.9573493,-1.1808353,-0.0074875,-0.0008949,2.5
253,4.50515,4.2148438,4.1931246,4.10721,3.815312,3.7968517,4.2833012,3.9940531,3.9701608,-12.4150313,-12.4554937,-12.3724939,-36.736289,-37.3259379,-36.1210359,3.7991405,4.023949,3.5616179,8.086375,8.4058537,7.7505128,5.7672656,6,5.5244253,9.6324479,10,9.2441088,100,4.4988853,5.7216018,-62.0751564,-11.1601231,-0.6195125,-0.001968,-0.0001178,5
254,5.0331663,4.8471591,4.5752225,4.6352223,4.4493241,4.1770745,4.8113203,4.6252404,4.3535123,-12.3213475,-12.5200037,-11.9497791,-36.898916,-37.3259379,-36.0996345,4.0634452,4.0239489,4.1372839,8.1943003,8.3996133,7.8102811,5.8472924,6,5.5614607,9.7589482,10,9.308299,150,4.8504897,6.2490084,-61.6067373,-11.6285422,-0.4101647,-0.0008692,-3.47E-05,7.5
255,5.4082145,5.2708372,4.8414658,5.0102745,4.8725175,4.4445444,5.1863658,5.0492413,4.6189367,-12.3633423,-12.5015553,-11.9918755,-36.9753266,-37.325938,-36.0360377,4.0446472,4.0239489,4.1003963,8.24528,8.4013979,7.8256911,5.8865168,6,5.582495,9.8177888,10,9.327017,200,5.100078,6.6233908,-61.8167117,-11.4185678,-0.3087748,-0.0004909,-1.47E-05,10
256,5.6987789,5.5900378,5.0441515,5.3008389,5.1920654,4.6463253,5.4769301,5.3682106,4.8222269,-12.4150981,-12.5147731,-12.0647724,-37.1016084,-37.325938,-36.313426,4.0425754,4.0239489,4.1080561,8.277198,8.4001193,7.8451685,5.9088699,6,5.5886842,9.8560833,10,9.3501483,250,5.2937245,6.9138605,-62.0754907,-11.1597888,-0.2481035,-0.0003156,-7.57E-06,12.5
257,5.936383,5.8463551,5.2087396,5.538443,5.4484404,4.8106894,5.7145343,5.6244894,4.9869642,-12.4446368,-12.5169719,-12.1306116,-37.1436537,-37.325938,-36.3520635,4.0213745,4.0239489,4.0102008,8.2975872,8.3999066,7.8533928,5.9241728,6,5.5948846,9.8798635,10,9.3584287,300,5.4519712,7.1512307,-62.2231839,-11.0120956,-0.2072724,-0.0002198,-4.39E-06,15
258,6.1372268,6.0604538,5.34683,5.7392867,5.6625047,4.948936,5.9153782,5.8386111,5.1249507,-12.44289,-12.5156605,-12.0665509,-37.1515826,-37.3259381,-36.2500026,4.0295617,4.0239488,4.0585918,8.3127345,8.4000334,7.8612606,5.935967,6,5.6048568,9.8972452,10,9.3657949,350,5.5857822,7.351947,-62.21445,-11.0208295,-0.1776541,-0.0001615,-2.77E-06,17.5
259,6.3111666,6.2442628,5.465811,5.9132266,5.8464268,5.0672457,6.0893179,6.0223446,5.2443786,-12.4618132,-12.5199691,-12.1126368,-37.193265,-37.3259381,-36.3953365,4.0258213,4.0239488,4.0370511,8.3234107,8.3996166,7.8658583,5.9433173,6,5.6024138,9.9101396,10,9.3712067,400,5.701704,7.5258299,-62.3090662,-10.9262133,-0.1556948,-0.0001238,-1.86E-06,20
260,6.4645544,6.4053225,5.5700465,6.0666144,6.0074486,5.1716533,6.2427056,6.1834296,5.3484996,-12.4696308,-12.5185264,-12.1350157,-37.211173,-37.3259381,-36.4248427,4.0247306,4.0239488,4.0300765,8.3324082,8.3997562,7.8715145,5.9499414,6,5.6069574,9.9207193,10,9.378597,450,5.8039609,7.6792151,-62.3481541,-10.8871254,-0.1384899,-9.79E-05,-1.31E-06,22.5
261,6.601774,6.5486424,5.6630476,6.2038341,6.1507061,5.2650797,6.3799252,6.3267912,5.4412174,-12.4729123,-12.5161462,-12.1406969,-37.2188854,-37.3259381,-36.3962186,4.0244066,4.0239488,4.0279238,8.3390432,8.3999864,7.8707471,5.9548253,6,5.6076715,9.9285221,10,9.3793031,500,5.8954372,7.8164297,-62.3645614,-10.8707181,-0.1246793,-7.93E-05,-9.52E-07,25
262,6.7258795,6.677755,5.7466217,6.3279396,6.2798416,5.3484548,6.5040308,6.4558885,5.5249242,-12.481886,-12.5170138,-12.1821182,-37.2255157,-37.3258164,-36.3690881,4.0138698,4.0238784,3.9284936,8.3439912,8.3999019,7.8668707,5.958527,6,5.6044057,9.9343009,10,9.373868,550,5.978191,7.9405604,-62.4094298,-10.8258497,-0.1134304,-6.56E-05,-7.16E-07,27.5
263,6.8392525,6.7926509,5.8467763,6.4412871,6.3947244,5.4484678,6.6173012,6.5706662,5.6251203,-12.5195823,-12.527253,-12.4423137,-37.2361422,-37.2984175,-36.608656,3.9581243,3.9875397,3.6618701,8.3435614,8.3931271,7.8442743,5.9589013,6,5.5897047,9.9333347,10,9.3466946,600,6.0533735,8.0532773,-62.5979114,-10.6373681,-0.1042951,-5.53E-05,-5.53E-07,30
264,3.8304604,3.1519824,3.7282726,3.5294304,2.8344207,3.4315246,3.5294304,2.8668778,3.422918,-19.8587412,-20.2373639,-19.758299,-19.7189059,-20.1375304,-19.6130486,-19.9985766,-20.3300084,-19.9064566,5.6152482,6,5.51318,5.6223404,6,5.5268419,5.608156,6,5.4992447,50,3.8985573,4.8211098,-39.7174825,-0.7972674,-0.7911849,-0.0050168,-0.0005996,2.5
265,4.7334862,4.4410507,4.4236881,4.4324562,4.1402251,4.1224453,4.4324562,4.1398161,4.1228709,-20.0541131,-20.2337241,-19.867176,-19.9394905,-20.1375304,-19.7331747,-20.1687356,-20.3300084,-20.001046,5.8082607,6,5.6087006,5.8121029,6,5.6163536,5.8044185,6,5.601055,100,4.4988853,5.7216018,-40.1082261,-0.4065238,-0.4002817,-0.0012716,-7.61E-05,5
266,5.2599473,5.0734287,4.8029583,4.9589173,4.7731645,4.5004972,4.9589173,4.7716316,4.5033548,-20.1255,-20.2335995,-19.9239911,-20.0286487,-20.1375304,-19.8246524,-20.2223513,-20.3300084,-20.0226783,5.8719524,6,5.6332583,5.8729197,6,5.6348274,5.8709851,6,5.6316995,150,4.8504897,6.2490084,-40.251,-0.2637499,-0.2679827,-0.0005679,-2.27E-05,7.5
267,5.6352967,5.4973679,5.0700268,5.3342667,5.1963724,4.7689044,5.3342667,5.1963033,4.7690892,-20.1529208,-20.2337617,-19.9366629,-20.0592017,-20.1375304,-19.8496029,-20.24664,-20.3300084,-20.0236858,5.9044311,6,5.648774,5.9019763,6,5.6396758,5.9068858,6,5.6578683,200,5.100078,6.6233908,-40.3058417,-0.2089082,-0.2013279,-0.0003201,-9.59E-06,10
268,5.9258502,5.8169661,5.2717255,5.6248202,5.5162193,4.9697001,5.6248202,5.5156527,4.9716886,-20.1698878,-20.2337066,-19.9459183,-20.0728842,-20.1375304,-19.8453418,-20.2668915,-20.3300084,-20.0460352,5.9233207,6,5.6542177,5.9237572,6,5.6553972,5.9228842,6,5.6530436,250,5.2937245,6.9138605,-40.3397757,-0.1749742,-0.1612301,-0.0002051,-4.92E-06,12.5
269,6.1633272,6.0734071,5.4352151,5.8622972,5.772183,5.1350276,5.8622972,5.7725711,5.1333409,-20.1761824,-20.2338124,-19.9256638,-20.0762524,-20.1375304,-19.8105108,-20.2761125,-20.3300084,-20.0412649,5.9360629,6,5.6581267,5.9369732,6,5.6636476,5.9351525,6,5.6525843,300,5.4519712,7.1512307,-40.3523649,-0.162385,-0.1344183,-0.0001425,-2.85E-06,15
270,6.3641125,6.2873448,5.5736883,6.0630825,5.9862418,5.273036,6.0630825,5.9863879,5.2722803,-20.1822375,-20.2337856,-19.9156322,-20.0812763,-20.1375304,-19.7906333,-20.2831987,-20.3300084,-20.0408488,5.9452484,6,5.6620746,5.9464557,6,5.6698131,5.9440412,6,5.6543226,350,5.5857822,7.351947,-40.364475,-0.1502749,-0.1152612,-0.0001048,-1.80E-06,17.5
271,6.5380987,6.471097,5.6933303,6.2370687,6.1700466,5.3924226,6.2370687,6.1700874,5.392178,-20.2300501,-20.2337739,-20.2077272,-20.1000106,-20.1375304,-19.8751653,-20.3600896,-20.3300084,-20.5404764,5.952046,6,5.6645764,5.951703,6,5.6622725,5.9523889,6,5.6668815,400,5.701704,7.5258299,-40.4601002,-0.0546497,-0.1010997,-8.04E-05,-1.21E-06,20
272,6.6914442,6.6322532,5.7966562,6.3904142,6.3312242,5.4956193,6.3904142,6.3312221,5.4956331,-20.1996887,-20.2337692,-19.9662882,-20.1043134,-20.1375304,-19.8768217,-20.2950641,-20.3300084,-20.0557518,5.9573208,6,5.6650312,5.9573554,6,5.6652974,5.9572862,6,5.664765,450,5.8039609,7.6792151,-40.3993775,-0.1153724,-0.0897365,-6.35E-05,-8.46E-07,22.5
273,6.8287407,6.7755507,5.8904624,6.5277107,6.4745695,5.5890578,6.5277107,6.474472,5.5898067,-20.2046655,-20.2337586,-19.9813714,-20.1076389,-20.1375304,-19.8779928,-20.3016922,-20.3300084,-20.0845718,5.9616267,6,5.6671051,5.9613573,6,5.6644788,5.9618961,6,5.6697268,500,5.8954372,7.8164297,-40.4093311,-0.1054188,-0.0807863,-5.14E-05,-6.17E-07,25
274,6.9529653,6.904656,5.9752806,6.6519353,6.6036156,5.6743393,6.6519353,6.6036364,5.6741619,-20.2059899,-20.2337717,-19.9698686,-20.1104791,-20.1375304,-19.880619,-20.3015007,-20.3300084,-20.0591547,5.9651267,6,5.6687334,5.9649446,6,5.6670717,5.9653088,6,5.6703957,550,5.978191,7.9405604,-40.4119799,-0.10277,-0.0734496,-4.25E-05,-4.63E-07,27.5
275,7.0662863,7.0220706,6.0521581,6.7652563,6.7210489,5.7510503,6.7652563,6.7210322,5.7512059,-20.2080297,-20.2337675,-19.9678783,-20.1122743,-20.1375304,-19.876572,-20.303785,-20.3300084,-20.0591519,5.96801,6,5.6695217,5.9680743,6,5.6701277,5.9679456,6,5.6689159,600,6.0537419,8.0538866,-40.4160593,-0.0986906,-0.0673377,-3.57E-05,-3.57E-07,30
276,3.7414668,3.0751819,3.6359861,3.4404368,2.7759743,3.3344538,3.4404368,2.7723217,3.3354579,-21.7418934,-19.6156671,-22.3264212,-19.266376,-19.5278322,-19.1941124,-24.2174107,-19.7042439,-25.4514961,3.7653246,4,3.7008093,3.7595212,4,3.6930556,3.771128,4,3.708545,50,3.8985573,4.8211098,-43.4837867,4.2517106,-0.8662109,-0.0054925,-0.0006565,2.5
277,4.643117,4.3526262,4.3312855,4.342087,4.0516926,4.0301543,4.342087,4.0514998,4.0303568,-19.4818848,-19.6160185,-19.3409953,-19.3982596,-19.5278322,-19.2620989,-19.56551,-19.7042439,-19.4198548,3.880726,4,3.7554447,3.880817,4,3.7555742,3.880635,4,3.7553152,100,4.4988853,5.7216018,-38.9637695,-0.2683066,-0.38886,-0.0012353,-7.40E-05,5
